,AssessmentID,Case_ID,Agency_Text,Sex_Code_Text,AGE,Ethnic_Code_Text,ScaleSet_ID,ScaleSet,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,RecSupervisionLevelText,Scale_ID,DisplayText,DecileScore,ScoreText,AssessmentType
2398,59880,54396,Probation,Female,50,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2399,59868,54384,PRETRIAL,Male,21,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,5,Medium,New
2400,59875,54391,Probation,Male,36,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,2,Medium,7,Risk of Violence,2,Low,New
2401,59882,54398,PRETRIAL,Male,64,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2402,59861,53761,PRETRIAL,Female,31,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,Copy
2403,59856,54374,PRETRIAL,Male,30,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2404,59859,54377,PRETRIAL,Male,24,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,5,Medium,New
2405,59858,54376,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
2406,59879,54395,PRETRIAL,Male,25,Caucasian,17,All Scales,English,Pretrial,Probation,Single,4,High,7,Risk of Violence,9,High,New
2407,59884,54399,PRETRIAL,Male,56,Hispanic,22,Risk and Prescreen,Spanish,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
2408,59887,54402,Probation,Male,60,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2409,59863,50783,PRETRIAL,Male,19,African-American,17,All Scales,English,Pretrial,Pretrial Defendant,Single,4,High,7,Risk of Violence,9,High,Copy
2410,59881,54397,Probation,Female,30,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
2411,59860,54378,Probation,Male,56,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
2412,59864,54380,PRETRIAL,Male,30,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
2413,59855,54373,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
2414,59869,54385,Probation,Male,32,African-American,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2415,59867,54383,Probation,Male,34,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2416,59874,54390,PRETRIAL,Male,50,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Divorced,1,Low,7,Risk of Violence,1,Low,New
2417,59876,54392,Probation,Male,31,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
2418,59895,54409,PRETRIAL,Male,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,9,High,New
2419,59897,54411,PRETRIAL,Male,49,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,3,Medium with Override Consideration,7,Risk of Violence,2,Low,New
2420,59904,54418,PRETRIAL,Male,21,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
2421,59902,54416,PRETRIAL,Male,25,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2422,59908,54422,Probation,Male,36,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,2,Low,New
2423,59900,54414,PRETRIAL,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2424,59905,54419,Probation,Male,24,Caucasian,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
2425,20112,18588,PRETRIAL,Male,22,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
2426,59892,54406,PRETRIAL,Male,21,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,5,Medium,New
2427,59898,54412,PRETRIAL,Male,26,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,3,Low,New
2428,59894,54408,Probation,Female,55,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
2429,59912,54426,PRETRIAL,Male,52,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2430,59910,54424,Probation,Male,21,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,4,Low,New
2431,59889,54404,PRETRIAL,Male,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,9,High,New
2432,59903,54417,PRETRIAL,Male,39,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,2,Low,New
2433,59899,54413,PRETRIAL,Male,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,New
2434,59901,54415,PRETRIAL,Male,56,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Low,7,Risk of Violence,1,Low,New
2435,59906,54420,PRETRIAL,Female,27,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Medium,7,Risk of Violence,5,Medium,New
2436,59893,54407,PRETRIAL,Male,37,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
2437,59896,54410,PRETRIAL,Male,20,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
2438,59888,54403,PRETRIAL,Male,31,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2439,59891,54405,PRETRIAL,Male,34,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2440,59909,54423,Probation,Male,38,African-American,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2441,59917,3008,PRETRIAL,Male,27,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,Copy
2442,59922,54434,PRETRIAL,Male,25,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Low,7,Risk of Violence,3,Low,New
2443,59914,54428,PRETRIAL,Male,48,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2444,59927,8366,PRETRIAL,Male,46,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,Copy
2445,59924,27944,PRETRIAL,Male,54,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Low,7,Risk of Violence,3,Low,Copy
2446,59919,54431,PRETRIAL,Male,44,Asian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
2447,59913,54427,PRETRIAL,Male,19,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
2448,59920,54432,PRETRIAL,Female,28,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2449,59916,54429,PRETRIAL,Male,33,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2450,59923,43853,PRETRIAL,Male,39,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Significant Other,1,Low,7,Risk of Violence,2,Low,Copy
2451,59918,54430,DRRD,Male,22,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,10,High,New
2452,59925,54435,PRETRIAL,Male,19,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
2453,59932,23337,Probation,Male,35,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,Copy
2454,59939,54446,PRETRIAL,Male,22,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Low,7,Risk of Violence,5,Medium,New
2455,59937,54444,PRETRIAL,Male,31,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
2456,59936,54443,PRETRIAL,Male,57,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
2457,59929,54438,PRETRIAL,Male,46,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
2458,59934,54442,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
2459,59928,54437,PRETRIAL,Female,40,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2460,59931,54440,PRETRIAL,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,2,Low,New
2461,59933,54441,PRETRIAL,Male,23,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
2462,59940,54447,PRETRIAL,Female,41,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,2,Medium,7,Risk of Violence,2,Low,New
2463,59935,26232,PRETRIAL,Male,23,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,Copy
2464,59938,54445,PRETRIAL,Male,52,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
2465,59969,54473,Probation,Male,52,Caucasian,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2466,59948,54455,PRETRIAL,Male,23,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
2467,59959,54465,PRETRIAL,Male,36,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
2468,59964,54469,Probation,Male,32,Hispanic,22,Risk and Prescreen,English,Other,Probation,Single,2,Medium,7,Risk of Violence,2,Low,New
2469,59977,54481,PRETRIAL,Female,27,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,3,Low,New
2470,59951,54458,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
2471,59956,54463,PRETRIAL,Male,34,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2472,59985,54489,PRETRIAL,Male,24,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,8,High,New
2473,59980,54484,PRETRIAL,Male,35,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2474,59972,54476,Probation,Male,22,Hispanic,22,Risk and Prescreen,Spanish,Other,Probation,Married,1,Low,7,Risk of Violence,3,Low,New
2475,59943,54450,PRETRIAL,Male,31,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2476,59993,54493,Probation,Male,65,Caucasian,22,Risk and Prescreen,English,Other,Probation,Separated,1,Low,7,Risk of Violence,1,Low,New
2477,59961,54467,Probation,Female,55,Caucasian,22,Risk and Prescreen,English,Other,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
2478,59954,54461,PRETRIAL,Male,26,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,2,Medium,7,Risk of Violence,6,Medium,New
2479,59989,50052,Probation,Female,22,African-American,17,All Scales,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
2480,59968,54472,PRETRIAL,Male,56,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,4,High,7,Risk of Violence,9,High,New
2481,59975,54479,Probation,Female,23,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
2482,59982,54486,Probation,Female,63,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
2483,59945,54452,PRETRIAL,Male,78,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
2484,59996,54496,Probation,Male,53,Caucasian,22,Risk and Prescreen,English,Other,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
2485,59949,54456,PRETRIAL,Female,21,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
2486,59970,54474,PRETRIAL,Male,26,Other,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,3,Low,New
2487,59987,38160,PRETRIAL,Male,26,African-American,17,All Scales,English,Conditional Release,Probation,Single,4,High,7,Risk of Violence,9,High,New
2488,59984,54488,Probation,Male,23,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,4,Low,New
2489,59991,48904,PRETRIAL,Male,32,Hispanic,17,All Scales,English,Post Sentence,Probation,Separated,2,Medium,7,Risk of Violence,2,Low,New
2490,59973,54477,Probation,Female,57,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2491,59952,54459,PRETRIAL,Male,32,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
2492,59955,54462,PRETRIAL,Male,47,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
2493,59947,54454,PRETRIAL,Female,44,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
2494,59981,54485,PRETRIAL,Female,34,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
2495,59994,54494,PRETRIAL,Male,47,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Married,1,Low,7,Risk of Violence,1,Low,New
2496,59960,54466,Probation,Male,29,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2497,59944,54451,PRETRIAL,Female,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Low,7,Risk of Violence,3,Low,New
2498,59978,54482,PRETRIAL,Male,28,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
2499,59965,54470,Probation,Male,29,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
2500,59971,54475,Probation,Female,33,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2501,59950,54457,PRETRIAL,Male,46,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2502,59957,54464,Probation,Male,59,Caucasian,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2503,59988,54491,PRETRIAL,Male,47,Caucasian,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2504,59941,54448,PRETRIAL,Male,21,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,10,High,New
2505,59958,53833,PRETRIAL,Female,53,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,Copy
2506,59992,54492,Probation,Male,24,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Married,4,High,7,Risk of Violence,8,High,New
2507,59962,54468,PRETRIAL,Male,28,Hispanic,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
2508,59979,54483,PRETRIAL,Male,27,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2509,59953,54460,PRETRIAL,Male,46,Arabic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
2510,59946,54453,PRETRIAL,Female,29,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,2,Medium,7,Risk of Violence,5,Medium,New
2511,59995,54495,Probation,Male,24,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
2512,59967,54471,Broward County,Female,30,Hispanic,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
2513,59974,54478,PRETRIAL,Male,45,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2514,59976,54480,PRETRIAL,Male,59,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Low,7,Risk of Violence,1,Low,New
2515,59997,43363,PRETRIAL,Male,49,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,Copy
2516,60046,10711,PRETRIAL,Male,23,Caucasian,17,All Scales,English,Post Sentence,Pretrial Defendant,Single,4,High,7,Risk of Violence,9,High,New
2517,60004,54502,PRETRIAL,Male,24,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,2,Medium,7,Risk of Violence,4,Low,New
2518,60025,54522,PRETRIAL,Female,23,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,3,Low,New
2519,60032,54529,Probation,Female,53,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2520,60013,54511,PRETRIAL,Male,38,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2521,60030,54527,Probation,Male,56,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
2522,60009,54507,PRETRIAL,Male,27,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,10,High,New
2523,60048,54543,Probation,Male,49,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2524,60007,54505,PRETRIAL,Female,37,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Low,7,Risk of Violence,1,Low,New
2525,60036,54533,PRETRIAL,Male,24,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
2526,59999,54497,PRETRIAL,Male,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,5,Medium,New
2527,60049,54544,Probation,Male,24,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
2528,60028,54525,PRETRIAL,Female,47,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
2529,60002,54500,PRETRIAL,Male,28,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2530,60020,54518,Probation,Female,54,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,1,Low,New
2531,60023,54520,PRETRIAL,Female,57,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
2532,60041,54538,PRETRIAL,Male,34,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
2533,60005,54503,PRETRIAL,Male,20,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
2534,60038,54535,PRETRIAL,Male,49,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Separated,1,Low,7,Risk of Violence,1,Low,New
2535,60017,54515,PRETRIAL,Male,30,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,3,Low,New
2536,60026,54523,PRETRIAL,Male,23,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
2537,60047,54542,PRETRIAL,Male,57,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Separated,1,Low,7,Risk of Violence,1,Low,New
2538,60003,54501,PRETRIAL,Male,34,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
2539,60012,54510,PRETRIAL,Male,28,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
2540,60031,54528,PRETRIAL,Male,28,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
2541,60010,54508,PRETRIAL,Female,44,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2542,60033,54530,PRETRIAL,Male,38,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,4,Low,New
2543,60040,54537,Probation,Male,24,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
2544,60000,54498,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2545,60043,54540,PRETRIAL,Male,22,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
2546,60050,54545,Probation,Male,29,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,5,Medium,New
2547,60021,54519,Probation,Male,37,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Married,2,Medium,7,Risk of Violence,2,Low,New
2548,60022,41992,PRETRIAL,Male,19,African-American,17,All Scales,English,Conditional Release,Probation,Single,4,High,7,Risk of Violence,9,High,New
2549,60014,54512,PRETRIAL,Male,23,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,New
2550,60029,54526,Probation,Male,54,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,3,Low,New
2551,60008,54506,PRETRIAL,Male,26,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
2552,60035,54532,PRETRIAL,Male,48,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
2553,60042,54539,Probation,Male,31,African-American,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
2554,60011,54509,PRETRIAL,Male,50,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
2555,60045,54541,Probation,Female,34,Caucasian,22,Risk and Prescreen,English,Other,Probation,Separated,1,Low,7,Risk of Violence,1,Low,New
2556,59998,41656,PRETRIAL,Male,47,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,Copy
2557,60016,54514,Probation,Male,44,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
2558,60027,54524,Probation,Female,25,African-American,22,Risk and Prescreen,English,Other,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
2559,60006,54504,PRETRIAL,Male,21,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
2560,60037,54534,Probation,Male,23,Caucasian,22,Risk and Prescreen,English,Other,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
2561,60105,54592,Probation,Female,24,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
2562,60066,54560,PRETRIAL,Male,20,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
2563,60084,54575,PRETRIAL,Female,27,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
2564,60079,54570,PRETRIAL,Male,27,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
2565,60113,54600,PRETRIAL,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,4,Low,New
2566,60058,54552,PRETRIAL,Male,45,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
2567,60092,54581,PRETRIAL,Male,24,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,5,Medium,New
2568,60108,54595,Probation,Female,25,African-American,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
2569,60063,54557,PRETRIAL,Female,27,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Widowed,3,Medium with Override Consideration,7,Risk of Violence,5,Medium,New
2570,60071,53897,PRETRIAL,Male,23,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,5,Medium,Copy
2571,60100,54588,PRETRIAL,Female,57,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,3,Low,New
